,key,accn,unit,val,form,end,filed,fy
5829,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,0000320193-21-000065,USD,15300000000.0,10-Q,2021-06-26,2021-07-28,2021
5830,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,0000320193-21-000105,USD,13600000000.0,10-K,2021-09-25,2021-10-29,2021
5831,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedPeriodForRecognition,0001193125-11-104388,Year,2.9,10-Q,2011-03-26,2011-04-21,2011
5832,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedPeriodForRecognition,0001193125-11-192493,Year,2.8,10-Q,2011-06-25,2011-07-20,2011
5833,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedPeriodForRecognition,0001193125-11-282113,Year,3.7,10-K,2011-09-24,2011-10-26,2011
5834,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedPeriodForRecognition,0001193125-12-023398,Year,3.74,10-Q,2011-12-31,2012-01-25,2012
5835,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-17-000070,USD,1200000000.0,10-K,2015-09-26,2017-11-03,2017
5836,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0001628280-17-000717,USD,413000000.0,10-Q,2015-12-26,2017-02-01,2017
5837,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0001628280-17-004790,USD,760000000.0,10-Q,2016-03-26,2017-05-03,2017
5838,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0001628280-17-004790,USD,347000000.0,10-Q,2016-03-26,2017-05-03,2017
5839,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-17-000009,USD,1100000000.0,10-Q,2016-06-25,2017-08-02,2017
5840,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-17-000009,USD,321000000.0,10-Q,2016-06-25,2017-08-02,2017
5841,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-17-000070,USD,1400000000.0,10-K,2016-09-24,2017-11-03,2017
5842,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-18-000145,USD,1400000000.0,10-K,2016-09-24,2018-11-05,2018
5843,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0001628280-17-000717,USD,465000000.0,10-Q,2016-12-31,2017-02-01,2017
5844,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-18-000007,USD,465000000.0,10-Q,2016-12-31,2018-02-02,2018
5845,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0001628280-17-004790,USD,889000000.0,10-Q,2017-04-01,2017-05-03,2017
5846,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-18-000070,USD,889000000.0,10-Q,2017-04-01,2018-05-02,2018
5847,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0001628280-17-004790,USD,424000000.0,10-Q,2017-04-01,2017-05-03,2017
5848,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-18-000070,USD,424000000.0,10-Q,2017-04-01,2018-05-02,2018
5849,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-17-000009,USD,1300000000.0,10-Q,2017-07-01,2017-08-02,2017
5850,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-18-000100,USD,1300000000.0,10-Q,2017-07-01,2018-08-01,2018
5851,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-17-000009,USD,380000000.0,10-Q,2017-07-01,2017-08-02,2017
5852,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-18-000100,USD,380000000.0,10-Q,2017-07-01,2018-08-01,2018
5853,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-17-000070,USD,1600000000.0,10-K,2017-09-30,2017-11-03,2017
5854,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-18-000145,USD,1600000000.0,10-K,2017-09-30,2018-11-05,2018
5855,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-19-000119,USD,1632000000.0,10-K,2017-09-30,2019-10-31,2019
5856,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-18-000007,USD,631000000.0,10-Q,2017-12-30,2018-02-02,2018
5857,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-19-000010,USD,631000000.0,10-Q,2017-12-30,2019-01-30,2019
5858,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-18-000070,USD,1000000000.0,10-Q,2018-03-31,2018-05-02,2018
5859,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-19-000066,USD,978000000.0,10-Q,2018-03-31,2019-05-01,2019
5860,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-18-000070,USD,347000000.0,10-Q,2018-03-31,2018-05-02,2018
5861,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-19-000066,USD,347000000.0,10-Q,2018-03-31,2019-05-01,2019
5862,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-18-000100,USD,1500000000.0,10-Q,2018-06-30,2018-08-01,2018
5863,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-19-000076,USD,1506000000.0,10-Q,2018-06-30,2019-07-31,2019
5864,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-18-000100,USD,528000000.0,10-Q,2018-06-30,2018-08-01,2018
5865,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-19-000076,USD,528000000.0,10-Q,2018-06-30,2019-07-31,2019
5866,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-18-000145,USD,1900000000.0,10-K,2018-09-29,2018-11-05,2018
5867,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-19-000119,USD,1893000000.0,10-K,2018-09-29,2019-10-31,2019
5868,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-20-000096,USD,1893000000.0,10-K,2018-09-29,2020-10-30,2020
5869,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-19-000010,USD,750000000.0,10-Q,2018-12-29,2019-01-30,2019
5870,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-20-000010,USD,750000000.0,10-Q,2018-12-29,2020-01-29,2020
5871,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-19-000066,USD,1081000000.0,10-Q,2019-03-30,2019-05-01,2019
5872,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-20-000052,USD,1081000000.0,10-Q,2019-03-30,2020-05-01,2020
5873,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-19-000066,USD,331000000.0,10-Q,2019-03-30,2019-05-01,2019
5874,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-20-000052,USD,331000000.0,10-Q,2019-03-30,2020-05-01,2020
5875,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-19-000076,USD,1583000000.0,10-Q,2019-06-29,2019-07-31,2019
5876,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-20-000062,USD,1583000000.0,10-Q,2019-06-29,2020-07-31,2020
5877,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-19-000076,USD,502000000.0,10-Q,2019-06-29,2019-07-31,2019
5878,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-20-000062,USD,502000000.0,10-Q,2019-06-29,2020-07-31,2020
5879,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-19-000119,USD,1967000000.0,10-K,2019-09-28,2019-10-31,2019
5880,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-20-000096,USD,1967000000.0,10-K,2019-09-28,2020-10-30,2020
5881,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-21-000105,USD,1967000000.0,10-K,2019-09-28,2021-10-29,2021
5882,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-20-000010,USD,758000000.0,10-Q,2019-12-28,2020-01-29,2020
5883,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-21-000010,USD,758000000.0,10-Q,2019-12-28,2021-01-28,2021
5884,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-20-000052,USD,1202000000.0,10-Q,2020-03-28,2020-05-01,2020
5885,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-21-000056,USD,1202000000.0,10-Q,2020-03-28,2021-04-29,2021
5886,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-20-000052,USD,444000000.0,10-Q,2020-03-28,2020-05-01,2020
5887,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-21-000056,USD,444000000.0,10-Q,2020-03-28,2021-04-29,2021
5888,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-20-000062,USD,1942000000.0,10-Q,2020-06-27,2020-07-31,2020
5889,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-21-000065,USD,1942000000.0,10-Q,2020-06-27,2021-07-28,2021
5890,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-20-000062,USD,740000000.0,10-Q,2020-06-27,2020-07-31,2020
5891,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-21-000065,USD,740000000.0,10-Q,2020-06-27,2021-07-28,2021
5892,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-20-000096,USD,2476000000.0,10-K,2020-09-26,2020-10-30,2020
5893,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-21-000105,USD,2476000000.0,10-K,2020-09-26,2021-10-29,2021
5894,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-21-000010,USD,1624000000.0,10-Q,2020-12-26,2021-01-28,2021
5895,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-21-000056,USD,2199000000.0,10-Q,2021-03-27,2021-04-29,2021
5896,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-21-000056,USD,575000000.0,10-Q,2021-03-27,2021-04-29,2021
5897,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-21-000065,USD,3518000000.0,10-Q,2021-06-26,2021-07-28,2021
5898,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-21-000065,USD,1319000000.0,10-Q,2021-06-26,2021-07-28,2021
5899,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0000320193-21-000105,USD,4056000000.0,10-K,2021-09-25,2021-10-29,2021
5900,EmployeeServiceShareBasedCompensationUnrecognizedCompensationCostsOnNonvestedAwards,0001193125-10-162840,USD,1800000000.0,10-Q,2010-06-26,2010-07-21,2010
5901,EmployeeServiceShareBasedCompensationUnrecognizedCompensationCostsOnNonvestedAwards,0001193125-10-238044,USD,1900000000.0,10-K,2010-09-25,2010-10-27,2010
5902,EmployeeServiceShareBasedCompensationUnrecognizedCompensationCostsOnNonvestedAwards,0001193125-11-010144,USD,2800000000.0,10-Q,2010-12-25,2011-01-19,2011
5903,EmployeeServiceShareBasedCompensationUnrecognizedCompensationCostsOnNonvestedAwardsWeightedAveragePeriodOfRecognition,0001193125-10-162840,pure,2.65,10-Q,2010-06-26,2010-07-21,2010
5904,EmployeeServiceShareBasedCompensationUnrecognizedCompensationCostsOnNonvestedAwardsWeightedAveragePeriodOfRecognition,0001193125-10-238044,pure,2.73,10-K,2010-09-25,2010-10-27,2010
5905,EmployeeServiceShareBasedCompensationUnrecognizedCompensationCostsOnNonvestedAwardsWeightedAveragePeriodOfRecognition,0001193125-11-010144,pure,3.1,10-Q,2010-12-25,2011-01-19,2011
5906,EquitySecuritiesWithoutReadilyDeterminableFairValueAmount,0000320193-19-000010,USD,2200000000.0,10-Q,2018-12-29,2019-01-30,2019
5907,EquitySecuritiesWithoutReadilyDeterminableFairValueAmount,0000320193-19-000066,USD,2300000000.0,10-Q,2019-03-30,2019-05-01,2019
5908,EquitySecuritiesWithoutReadilyDeterminableFairValueAmount,0000320193-19-000076,USD,2400000000.0,10-Q,2019-06-29,2019-07-31,2019
5909,EquitySecuritiesWithoutReadilyDeterminableFairValueAmount,0000320193-20-000096,USD,2900000000.0,10-K,2019-09-28,2020-10-30,2020
5910,EquitySecuritiesWithoutReadilyDeterminableFairValueAmount,0000320193-20-000062,USD,2900000000.0,10-Q,2019-09-28,2020-07-31,2020
5911,EquitySecuritiesWithoutReadilyDeterminableFairValueAmount,0000320193-20-000052,USD,2900000000.0,10-Q,2019-09-28,2020-05-01,2020
5912,EquitySecuritiesWithoutReadilyDeterminableFairValueAmount,0000320193-20-000010,USD,2900000000.0,10-Q,2019-09-28,2020-01-29,2020
5913,EquitySecuritiesWithoutReadilyDeterminableFairValueAmount,0000320193-19-000119,USD,2900000000.0,10-K,2019-09-28,2019-10-31,2019
5914,EquitySecuritiesWithoutReadilyDeterminableFairValueAmount,0000320193-20-000010,USD,2900000000.0,10-Q,2019-12-28,2020-01-29,2020
5915,EquitySecuritiesWithoutReadilyDeterminableFairValueAmount,0000320193-20-000052,USD,2800000000.0,10-Q,2020-03-28,2020-05-01,2020
5916,EquitySecuritiesWithoutReadilyDeterminableFairValueAmount,0000320193-20-000062,USD,2800000000.0,10-Q,2020-06-27,2020-07-31,2020
5917,EquitySecuritiesWithoutReadilyDeterminableFairValueAmount,0000320193-21-000065,USD,2800000000.0,10-Q,2020-09-26,2021-07-28,2021
5918,EquitySecuritiesWithoutReadilyDeterminableFairValueAmount,0000320193-21-000056,USD,2800000000.0,10-Q,2020-09-26,2021-04-29,2021
5919,EquitySecuritiesWithoutReadilyDeterminableFairValueAmount,0000320193-21-000010,USD,2800000000.0,10-Q,2020-09-26,2021-01-28,2021
5920,EquitySecuritiesWithoutReadilyDeterminableFairValueAmount,0000320193-20-000096,USD,2800000000.0,10-K,2020-09-26,2020-10-30,2020
5921,EquitySecuritiesWithoutReadilyDeterminableFairValueAmount,0000320193-21-000010,USD,2500000000.0,10-Q,2020-12-26,2021-01-28,2021
5922,EquitySecuritiesWithoutReadilyDeterminableFairValueAmount,0000320193-21-000056,USD,2700000000.0,10-Q,2021-03-27,2021-04-29,2021
5923,EquitySecuritiesWithoutReadilyDeterminableFairValueAmount,0000320193-21-000065,USD,2800000000.0,10-Q,2021-06-26,2021-07-28,2021
5924,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-10-012091,USD,377000000.0,10-K/A,2007-09-29,2010-01-25,2009
5925,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-09-214859,USD,377000000.0,10-K,2007-09-29,2009-10-27,2009
5926,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-09-153165,USD,621000000.0,10-Q,2008-06-28,2009-07-22,2009
5927,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-10-238044,USD,757000000.0,10-K,2008-09-27,2010-10-27,2010
5928,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-10-012091,USD,757000000.0,10-K/A,2008-09-27,2010-01-25,2009
5929,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-09-214859,USD,757000000.0,10-K,2008-09-27,2009-10-27,2009
5930,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-10-012085,USD,19000000.0,10-Q,2008-12-27,2010-01-25,2010
5931,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-10-088957,USD,47000000.0,10-Q,2009-03-28,2010-04-21,2010
5932,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-10-162840,USD,124000000.0,10-Q,2009-06-27,2010-07-21,2010
5933,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-09-153165,USD,124000000.0,10-Q,2009-06-27,2009-07-22,2009
5934,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-11-282113,USD,270000000.0,10-K,2009-09-26,2011-10-26,2011
5935,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-10-238044,USD,270000000.0,10-K,2009-09-26,2010-10-27,2010
5936,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-10-012091,USD,270000000.0,10-K/A,2009-09-26,2010-01-25,2009
5937,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-09-214859,USD,270000000.0,10-K,2009-09-26,2009-10-27,2009
5938,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-11-010144,USD,252000000.0,10-Q,2009-12-26,2011-01-19,2011
5939,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-10-012085,USD,252000000.0,10-Q,2009-12-26,2010-01-25,2010
5940,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-11-104388,USD,413000000.0,10-Q,2010-03-27,2011-04-21,2011
5941,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-10-088957,USD,413000000.0,10-Q,2010-03-27,2010-04-21,2010
5942,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-11-192493,USD,652000000.0,10-Q,2010-06-26,2011-07-20,2011
5943,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-10-162840,USD,652000000.0,10-Q,2010-06-26,2010-07-21,2010
5944,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-13-170623,USD,751000000.0,8-K,2010-09-25,2013-04-24,2012
5945,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-12-444068,USD,751000000.0,10-K,2010-09-25,2012-10-31,2012
5946,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-11-282113,USD,751000000.0,10-K,2010-09-25,2011-10-26,2011
5947,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-10-238044,USD,751000000.0,10-K,2010-09-25,2010-10-27,2010
5948,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-12-023398,USD,454000000.0,10-Q,2010-12-25,2012-01-25,2012
5949,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-11-010144,USD,454000000.0,10-Q,2010-12-25,2011-01-19,2011
5950,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-12-182321,USD,740000000.0,10-Q,2011-03-26,2012-04-25,2012
5951,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-11-104388,USD,740000000.0,10-Q,2011-03-26,2011-04-21,2011
5952,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-12-314552,USD,915000000.0,10-Q,2011-06-25,2012-07-25,2012
5953,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-11-192493,USD,915000000.0,10-Q,2011-06-25,2011-07-20,2011
5954,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-13-416534,USD,1133000000.0,10-K,2011-09-24,2013-10-30,2013
5955,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-13-170623,USD,1133000000.0,8-K,2011-09-24,2013-04-24,2012
5956,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-12-444068,USD,1133000000.0,10-K,2011-09-24,2012-10-31,2012
5957,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-11-282113,USD,1133000000.0,10-K,2011-09-24,2011-10-26,2011
5958,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-13-022339,USD,333000000.0,10-Q,2011-12-31,2013-01-24,2013
5959,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-12-023398,USD,333000000.0,10-Q,2011-12-31,2012-01-25,2012
5960,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-13-168288,USD,636000000.0,10-Q,2012-03-31,2013-04-24,2013
5961,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-12-182321,USD,636000000.0,10-Q,2012-03-31,2012-04-25,2012
5962,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-13-300670,USD,1036000000.0,10-Q,2012-06-30,2013-07-24,2013
5963,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-12-314552,USD,1036000000.0,10-Q,2012-06-30,2012-07-25,2012
5964,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-15-023732,USD,1351000000.0,8-K,2012-09-29,2015-01-28,2014
5965,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-14-383437,USD,1351000000.0,10-K,2012-09-29,2014-10-27,2014
5966,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-13-416534,USD,1351000000.0,10-K,2012-09-29,2013-10-30,2013
5967,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-13-170623,USD,1351000000.0,8-K,2012-09-29,2013-04-24,2012
5968,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-12-444068,USD,1351000000.0,10-K,2012-09-29,2012-10-31,2012
5969,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-14-024487,USD,404000000.0,10-Q,2012-12-29,2014-01-28,2014
5970,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-13-022339,USD,404000000.0,10-Q,2012-12-29,2013-01-24,2013
5971,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-14-157311,USD,502000000.0,10-Q,2013-03-30,2014-04-24,2014
5972,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-13-168288,USD,502000000.0,10-Q,2013-03-30,2013-04-24,2013
5973,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-14-277160,USD,644000000.0,10-Q,2013-06-29,2014-07-23,2014
5974,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-13-300670,USD,644000000.0,10-Q,2013-06-29,2013-07-24,2013
5975,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-15-356351,USD,701000000.0,10-K,2013-09-28,2015-10-28,2015
5976,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-15-023732,USD,701000000.0,8-K,2013-09-28,2015-01-28,2014
5977,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-14-383437,USD,701000000.0,10-K,2013-09-28,2014-10-27,2014
5978,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-13-416534,USD,701000000.0,10-K,2013-09-28,2013-10-30,2013
5979,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-15-023697,USD,280000000.0,10-Q,2013-12-28,2015-01-28,2015
5980,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-14-024487,USD,280000000.0,10-Q,2013-12-28,2014-01-28,2014
5981,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-15-153166,USD,363000000.0,10-Q,2014-03-29,2015-04-28,2015
5982,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-14-157311,USD,363000000.0,10-Q,2014-03-29,2014-04-24,2014
5983,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-15-259935,USD,562000000.0,10-Q,2014-06-28,2015-07-22,2015
5984,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-14-277160,USD,562000000.0,10-Q,2014-06-28,2014-07-23,2014
5985,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001628280-16-020309,USD,739000000.0,10-K,2014-09-27,2016-10-26,2016
5986,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-15-356351,USD,739000000.0,10-K,2014-09-27,2015-10-28,2015
5987,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-15-023732,USD,739000000.0,8-K,2014-09-27,2015-01-28,2014
5988,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-14-383437,USD,739000000.0,10-K,2014-09-27,2014-10-27,2014
5989,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-16-439878,USD,264000000.0,10-Q,2014-12-27,2016-01-27,2016
5990,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-15-023697,USD,264000000.0,10-Q,2014-12-27,2015-01-28,2015
5991,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-16-559625,USD,357000000.0,10-Q,2015-03-28,2016-04-27,2016
5992,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-15-153166,USD,357000000.0,10-Q,2015-03-28,2015-04-28,2015
5993,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001628280-16-017809,USD,684000000.0,10-Q,2015-06-27,2016-07-27,2016
5994,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-15-259935,USD,684000000.0,10-Q,2015-06-27,2015-07-22,2015
5995,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001628280-16-020309,USD,749000000.0,10-K,2015-09-26,2016-10-26,2016
5996,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-15-356351,USD,749000000.0,10-K,2015-09-26,2015-10-28,2015
5997,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0000320193-17-000070,USD,749000000.0,10-K,2015-09-26,2017-11-03,2017
5998,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001628280-17-000717,USD,224000000.0,10-Q,2015-12-26,2017-02-01,2017
5999,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-16-439878,USD,224000000.0,10-Q,2015-12-26,2016-01-27,2016
6000,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001628280-17-004790,USD,264000000.0,10-Q,2016-03-26,2017-05-03,2017
6001,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001193125-16-559625,USD,264000000.0,10-Q,2016-03-26,2016-04-27,2016
6002,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001628280-16-017809,USD,391000000.0,10-Q,2016-06-25,2016-07-27,2016
6003,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0000320193-17-000009,USD,391000000.0,10-Q,2016-06-25,2017-08-02,2017
6004,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001628280-16-020309,USD,407000000.0,10-K,2016-09-24,2016-10-26,2016
6005,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0000320193-17-000070,USD,407000000.0,10-K,2016-09-24,2017-11-03,2017
6006,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001628280-17-000717,USD,178000000.0,10-Q,2016-12-31,2017-02-01,2017
6007,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0001628280-17-004790,USD,225000000.0,10-Q,2017-04-01,2017-05-03,2017
6008,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0000320193-17-000009,USD,534000000.0,10-Q,2017-07-01,2017-08-02,2017
6009,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0000320193-17-000070,USD,627000000.0,10-K,2017-09-30,2017-11-03,2017
